date.local,location,country,date.utc,coordinates.latitude,coordinates.longitude,co,no2,o3,pm10,pm25
2019-10-13 02:00:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-12 20:30:00+00:00,28.5627763,77.1180053,2590.0,35.3,8.12,301.99,117.91
2019-10-13 02:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-12 21:00:00+00:00,28.5627763,77.1180053,2610.0,34.75,7.85,411.17,190.66
2019-10-13 03:00:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-12 21:30:00+00:00,28.5627763,77.1180053,2680.0,34.21,8.05,462.08,299.09
2019-10-13 03:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-12 22:00:00+00:00,28.5627763,77.1180053,2650.0,34.46,10.19,469.19,320.2
2019-10-13 03:45:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-12 22:15:00+00:00,28.5627763,77.1180053,2630.0,34.24,7.81,439.9,303.1
2019-10-13 04:15:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-12 22:45:00+00:00,28.5627763,77.1180053,2560.0,34.21,8.57,322.56,209.62
2019-10-13 04:45:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-12 23:15:00+00:00,28.5627763,77.1180053,2610.0,34.17,10.35,294.33,160.04
2019-10-13 05:00:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-12 23:30:00+00:00,28.5627763,77.1180053,2590.0,33.78,5.9,279.97,148.05
2019-10-13 05:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 00:00:00+00:00,28.5627763,77.1180053,2570.0,33.44,7.08,265.75,122.91
2019-10-13 06:00:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 00:30:00+00:00,28.5627763,77.1180053,2520.0,34.67,5.94,315.14,150.88
2019-10-13 06:15:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 00:45:00+00:00,28.5627763,77.1180053,2500.0,35.22,7.43,299.24,145.39
2019-10-13 06:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 01:00:00+00:00,28.5627763,77.1180053,2570.0,34.15,6.83,243.83,129.58
2019-10-13 06:45:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 01:15:00+00:00,28.5627763,77.1180053,2510.0,34.65,6.15,204.84,110.36
2019-10-13 07:15:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 01:45:00+00:00,28.5627763,77.1180053,2450.0,34.26,7.45,190.73,101.46
2019-10-13 07:45:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 02:15:00+00:00,28.5627763,77.1180053,2370.0,34.69,14.54,193.25,97.5
2019-10-13 08:00:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 02:30:00+00:00,28.5627763,77.1180053,2420.0,34.81,12.42,189.11,98.33
2019-10-13 08:15:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 02:45:00+00:00,28.5627763,77.1180053,2440.0,33.92,10.01,194.12,104.9
2019-10-13 08:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 03:00:00+00:00,28.5627763,77.1180053,2410.0,33.72,14.2,212.1,124.26
2019-10-13 09:00:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 03:30:00+00:00,28.5627763,77.1180053,2390.0,33.32,22.47,264.85,148.99
2019-10-13 09:15:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 03:45:00+00:00,28.5627763,77.1180053,2400.0,33.29,22.08,294.57,169.32
2019-10-13 09:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 04:00:00+00:00,28.5627763,77.1180053,2410.0,33.46,19.06,305.39,180.02
2019-10-13 09:45:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 04:15:00+00:00,28.5627763,77.1180053,2400.0,32.97,23.88,322.42,167.51
2019-10-13 10:15:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 04:45:00+00:00,28.5627763,77.1180053,2410.0,33.11,29.81,286.22,135.61
2019-10-13 10:45:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 05:15:00+00:00,28.5627763,77.1180053,2390.0,33.27,49.95,201.45,110.46
2019-10-13 11:00:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 05:30:00+00:00,28.5627763,77.1180053,2450.0,32.96,40.04,196.8,101.7
2019-10-13 11:15:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 05:45:00+00:00,28.5627763,77.1180053,2370.0,32.88,60.6,198.67,101.12
2019-10-13 11:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 06:00:00+00:00,28.5627763,77.1180053,2320.0,33.06,52.99,224.8,99.25
2019-10-13 12:00:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 06:30:00+00:00,28.5627763,77.1180053,2380.0,32.88,59.08,250.79,132.19
2019-10-13 12:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 07:00:00+00:00,28.5627763,77.1180053,2410.0,32.93,62.28,190.36,107.57
2019-10-13 13:00:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 07:30:00+00:00,28.5627763,77.1180053,2300.0,32.69,63.01,188.16,102.74
2019-10-13 13:15:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 07:45:00+00:00,28.5627763,77.1180053,2380.0,32.85,62.33,190.41,104.99
2019-10-13 13:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 08:00:00+00:00,28.5627763,77.1180053,2300.0,32.74,65.25,190.11,106.97
2019-10-13 13:45:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 08:15:00+00:00,28.5627763,77.1180053,2330.0,32.83,57.71,207.58,116.42
2019-10-13 14:15:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 08:45:00+00:00,28.5627763,77.1180053,2270.0,33.0,64.39,223.98,123.24
2019-10-13 14:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 09:00:00+00:00,28.5627763,77.1180053,2300.0,33.31,60.88,211.1,117.26
2019-10-13 15:00:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 09:30:00+00:00,28.5627763,77.1180053,2270.0,33.16,49.12,164.54,90.88
2019-10-13 15:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 10:00:00+00:00,28.5627763,77.1180053,2260.0,32.84,45.42,141.91,68.51
2019-10-13 16:00:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 10:30:00+00:00,28.5627763,77.1180053,2240.0,32.86,42.01,130.54,66.47
2019-10-13 16:15:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 10:45:00+00:00,28.5627763,77.1180053,2210.0,33.23,44.13,124.71,63.79
2019-10-13 16:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 11:00:00+00:00,28.5627763,77.1180053,2200.0,33.16,35.76,125.14,59.68
2019-10-13 16:45:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 11:15:00+00:00,28.5627763,77.1180053,2130.0,33.74,40.4,119.77,66.78
2019-10-13 17:15:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 11:45:00+00:00,28.5627763,77.1180053,2140.0,33.94,30.9,184.04,66.5
2019-10-13 17:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 12:00:00+00:00,28.5627763,77.1180053,2120.0,33.55,32.89,191.89,59.9
2019-10-13 17:45:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 12:15:00+00:00,28.5627763,77.1180053,2110.0,34.08,21.02,169.63,61.34
2019-10-13 18:00:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 12:30:00+00:00,28.5627763,77.1180053,2050.0,33.86,24.59,155.68,66.81
2019-10-13 18:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 13:00:00+00:00,28.5627763,77.1180053,2080.0,34.15,20.57,171.88,74.16
2019-10-13 19:00:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 13:30:00+00:00,28.5627763,77.1180053,2080.0,34.23,9.55,192.75,78.57
2019-10-13 19:15:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 13:45:00+00:00,28.5627763,77.1180053,2020.0,34.59,7.63,202.96,79.3
2019-10-13 19:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 14:00:00+00:00,28.5627763,77.1180053,2030.0,34.42,7.42,203.2,74.73
2019-10-13 19:45:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 14:15:00+00:00,28.5627763,77.1180053,1990.0,34.76,6.71,205.08,77.01
2019-10-13 20:15:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 14:45:00+00:00,28.5627763,77.1180053,2020.0,34.57,7.2,223.68,81.82
2019-10-13 21:00:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 15:30:00+00:00,28.5627763,77.1180053,1990.0,34.29,10.57,231.23,93.58
2019-10-13 21:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 16:00:00+00:00,28.5627763,77.1180053,1960.0,33.66,11.41,269.38,103.08
2019-10-13 22:15:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 16:45:00+00:00,28.5627763,77.1180053,1950.0,34.45,7.87,343.15,102.75
2019-10-13 23:15:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 17:45:00+00:00,28.5627763,77.1180053,1930.0,35.22,11.01,289.06,118.94
2019-10-13 23:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 18:00:00+00:00,28.5627763,77.1180053,1910.0,34.7,7.36,271.43,120.09
2019-10-14 01:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 20:00:00+00:00,28.5627763,77.1180053,2900.0,34.13,7.37,339.05,147.46
2019-10-14 02:45:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 21:15:00+00:00,28.5627763,77.1180053,2540.0,34.52,7.29,377.54,217.3
2019-10-14 03:00:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 21:30:00+00:00,28.5627763,77.1180053,2510.0,34.64,6.4,329.21,199.51
2019-10-14 03:15:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 21:45:00+00:00,28.5627763,77.1180053,2350.0,35.19,6.99,285.28,176.22
2019-10-14 03:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 22:00:00+00:00,28.5627763,77.1180053,2250.0,34.4,8.34,265.09,157.83
2019-10-14 03:45:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 22:15:00+00:00,28.5627763,77.1180053,2160.0,34.93,6.85,284.07,180.32
2019-10-14 04:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 23:00:00+00:00,28.5627763,77.1180053,2070.0,34.93,6.9,327.44,206.15
2019-10-14 04:45:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-13 23:15:00+00:00,28.5627763,77.1180053,2000.0,34.03,7.97,327.79,209.67
2019-10-14 05:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 00:00:00+00:00,28.5627763,77.1180053,2040.0,33.92,6.46,333.77,202.97
2019-10-14 05:45:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 00:15:00+00:00,28.5627763,77.1180053,2030.0,33.83,10.71,334.12,200.83
2019-10-14 06:00:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 00:30:00+00:00,28.5627763,77.1180053,2060.0,33.16,6.76,325.1,184.11
2019-10-14 06:45:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 01:15:00+00:00,28.5627763,77.1180053,1970.0,35.41,7.76,259.13,144.52
2019-10-14 09:15:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 03:45:00+00:00,28.5627763,77.1180053,1860.0,33.62,20.75,248.39,119.03
2019-10-14 09:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 04:00:00+00:00,28.5627763,77.1180053,1810.0,33.52,13.86,260.71,116.81
2019-10-14 09:45:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 04:15:00+00:00,28.5627763,77.1180053,1780.0,33.23,22.59,263.01,109.78
2019-10-14 10:00:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 04:30:00+00:00,28.5627763,77.1180053,1770.0,33.3,27.27,265.7,108.72
2019-10-14 10:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 05:00:00+00:00,28.5627763,77.1180053,1640.0,32.86,32.73,207.75,97.59
2019-10-14 10:45:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 05:15:00+00:00,28.5627763,77.1180053,1580.0,32.91,39.15,189.27,92.81
2019-10-14 11:45:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 06:15:00+00:00,28.5627763,77.1180053,1380.0,32.99,61.43,178.72,96.17
2019-10-14 12:15:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 06:45:00+00:00,28.5627763,77.1180053,1320.0,33.24,60.92,184.01,93.04
2019-10-14 12:45:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 07:15:00+00:00,28.5627763,77.1180053,1280.0,33.34,61.84,174.26,96.71
2019-10-14 13:00:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 07:30:00+00:00,28.5627763,77.1180053,1280.0,33.47,65.82,169.3,87.64
2019-10-14 13:15:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 07:45:00+00:00,28.5627763,77.1180053,1180.0,33.61,72.46,179.6,77.4
2019-10-14 13:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 08:00:00+00:00,28.5627763,77.1180053,1160.0,33.61,70.0,183.35,75.27
2019-10-14 14:00:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 08:30:00+00:00,28.5627763,77.1180053,1060.0,33.49,62.46,194.36,97.51
2019-10-14 14:15:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 08:45:00+00:00,28.5627763,77.1180053,1120.0,32.64,56.9,193.84,67.03
2019-10-14 14:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 09:00:00+00:00,28.5627763,77.1180053,1120.0,32.74,63.1,198.28,104.76
2019-10-14 14:45:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 09:15:00+00:00,28.5627763,77.1180053,1140.0,32.6,64.29,188.44,68.62
2019-10-14 15:00:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 09:30:00+00:00,28.5627763,77.1180053,1040.0,32.57,52.79,169.47,93.06
2019-10-14 15:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 10:00:00+00:00,28.5627763,77.1180053,1060.0,32.73,55.48,139.92,85.51
2019-10-14 15:45:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 10:15:00+00:00,28.5627763,77.1180053,1000.0,32.69,54.72,129.49,49.74
2019-10-14 16:15:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 10:45:00+00:00,28.5627763,77.1180053,1010.0,33.07,32.74,132.83,44.33
2019-10-14 17:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 12:00:00+00:00,28.5627763,77.1180053,1010.0,33.7,6.08,148.94,69.73
2019-10-14 17:45:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 12:15:00+00:00,28.5627763,77.1180053,1000.0,34.05,15.65,142.8,64.95
2019-10-14 18:15:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 12:45:00+00:00,28.5627763,77.1180053,1070.0,34.3,11.06,161.84,65.85
2019-10-14 18:45:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 13:15:00+00:00,28.5627763,77.1180053,1130.0,34.56,8.84,183.56,53.47
2019-10-14 19:00:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 13:30:00+00:00,28.5627763,77.1180053,1210.0,34.28,6.87,194.2,59.07
2019-10-14 19:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 14:00:00+00:00,28.5627763,77.1180053,1460.0,34.61,7.56,223.62,86.04
2019-10-14 20:00:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 14:30:00+00:00,28.5627763,77.1180053,1710.0,34.34,8.21,249.87,65.89
2019-10-14 20:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 15:00:00+00:00,28.5627763,77.1180053,2090.0,34.04,7.84,305.84,68.53
2019-10-14 20:45:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 15:15:00+00:00,28.5627763,77.1180053,2250.0,33.68,10.12,321.35,74.61
2019-10-14 21:00:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 15:30:00+00:00,28.5627763,77.1180053,2330.0,33.96,6.76,318.17,80.89
2019-10-14 21:15:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 15:45:00+00:00,28.5627763,77.1180053,2470.0,33.55,9.2,313.87,117.07
2019-10-14 21:45:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 16:15:00+00:00,28.5627763,77.1180053,2650.0,34.98,7.53,328.04,73.03
2019-10-14 22:00:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 16:30:00+00:00,28.5627763,77.1180053,2810.0,34.86,9.55,338.61,81.44
2019-10-14 22:15:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 16:45:00+00:00,28.5627763,77.1180053,2860.0,34.79,7.25,345.84,80.73
2019-10-14 22:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 17:00:00+00:00,28.5627763,77.1180053,2790.0,35.4,8.93,355.09,81.29
2019-10-14 22:45:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 17:15:00+00:00,28.5627763,77.1180053,2810.0,34.92,8.14,384.33,80.93
2019-10-14 23:00:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 17:30:00+00:00,28.5627763,77.1180053,2780.0,35.13,7.11,397.46,84.95
2019-10-14 23:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 18:00:00+00:00,28.5627763,77.1180053,2730.0,34.95,6.42,310.28,78.95
2019-10-14 23:45:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 18:15:00+00:00,28.5627763,77.1180053,2720.0,35.28,9.47,281.13,72.77
2019-10-15 00:00:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 18:30:00+00:00,28.5627763,77.1180053,2750.0,34.31,6.67,266.93,105.94
2019-10-15 00:15:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 18:45:00+00:00,28.5627763,77.1180053,2710.0,34.59,10.66,258.39,101.3
2019-10-15 00:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 19:00:00+00:00,28.5627763,77.1180053,2730.0,34.22,6.49,288.59,117.72
2019-10-15 01:00:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 19:30:00+00:00,28.5627763,77.1180053,3170.0,33.75,7.78,395.5,132.5
2019-10-15 01:15:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 19:45:00+00:00,28.5627763,77.1180053,3430.0,34.38,6.82,425.11,132.66
2019-10-15 01:45:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 20:15:00+00:00,28.5627763,77.1180053,3550.0,34.56,8.61,400.61,124.35
2019-10-15 02:00:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 20:30:00+00:00,28.5627763,77.1180053,3420.0,35.37,8.2,356.81,125.38
2019-10-15 02:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 21:00:00+00:00,28.5627763,77.1180053,3360.0,34.7,7.73,304.23,133.15
2019-10-15 02:45:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 21:15:00+00:00,28.5627763,77.1180053,3280.0,35.31,8.83,300.03,128.45
2019-10-15 03:00:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 21:30:00+00:00,28.5627763,77.1180053,3230.0,34.5,8.25,298.89,123.07
2019-10-15 03:15:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 21:45:00+00:00,28.5627763,77.1180053,3150.0,34.91,6.99,289.26,127.89
2019-10-15 03:45:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 22:15:00+00:00,28.5627763,77.1180053,3150.0,34.56,7.55,286.57,121.32
2019-10-15 04:00:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 22:30:00+00:00,28.5627763,77.1180053,3150.0,35.09,7.13,300.75,120.65
2019-10-15 04:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 23:00:00+00:00,28.5627763,77.1180053,3430.0,34.38,7.06,364.69,136.68
2019-10-15 04:45:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 23:15:00+00:00,28.5627763,77.1180053,3530.0,34.41,11.69,377.71,135.05
2019-10-15 05:00:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 23:30:00+00:00,28.5627763,77.1180053,3530.0,33.98,7.64,394.72,135.25
2019-10-15 05:15:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-14 23:45:00+00:00,28.5627763,77.1180053,3540.0,34.38,8.22,395.17,133.53
2019-10-15 06:00:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-15 00:30:00+00:00,28.5627763,77.1180053,3440.0,34.95,8.99,379.45,177.07
2019-10-15 06:15:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-15 00:45:00+00:00,28.5627763,77.1180053,3430.0,35.35,11.39,370.53,181.12
2019-10-15 06:45:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-15 01:15:00+00:00,28.5627763,77.1180053,3370.0,34.81,9.38,311.8,149.77
2019-10-15 07:15:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-15 01:45:00+00:00,28.5627763,77.1180053,3350.0,34.51,7.95,289.17,139.02
2019-10-15 07:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-15 02:00:00+00:00,28.5627763,77.1180053,3080.0,34.83,7.8,277.19,137.69
2019-10-15 07:45:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-15 02:15:00+00:00,28.5627763,77.1180053,3040.0,34.77,10.05,264.19,144.77
2019-10-15 08:00:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-15 02:30:00+00:00,28.5627763,77.1180053,2770.0,34.66,5.48,253.63,138.72
2019-10-15 08:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-15 03:00:00+00:00,28.5627763,77.1180053,2600.0,34.66,7.25,238.04,121.07
2019-10-15 09:00:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-15 03:30:00+00:00,28.5627763,77.1180053,2350.0,34.56,13.55,210.49,119.4
2019-10-15 09:15:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-15 03:45:00+00:00,28.5627763,77.1180053,2230.0,34.4,19.5,209.11,112.01
2019-10-15 09:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-15 04:00:00+00:00,28.5627763,77.1180053,2140.0,34.19,26.29,226.63,101.93
2019-10-15 09:45:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-15 04:15:00+00:00,28.5627763,77.1180053,2040.0,33.99,34.48,230.54,99.48
2019-10-15 10:15:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-15 04:45:00+00:00,28.5627763,77.1180053,1830.0,33.88,45.69,220.17,104.32
2019-10-15 10:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-15 05:00:00+00:00,28.5627763,77.1180053,1790.0,33.41,49.78,222.83,108.45
2019-10-15 10:45:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-15 05:15:00+00:00,28.5627763,77.1180053,1660.0,33.22,46.09,221.23,116.41
2019-10-15 11:00:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-15 05:30:00+00:00,28.5627763,77.1180053,1690.0,33.2,52.32,210.23,115.26
2019-10-15 11:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-15 06:00:00+00:00,28.5627763,77.1180053,1520.0,33.38,61.73,183.51,110.25
2019-10-15 11:45:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-15 06:15:00+00:00,28.5627763,77.1180053,1520.0,33.11,49.33,185.75,101.94
2019-10-15 13:45:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-15 08:15:00+00:00,28.5627763,77.1180053,1280.0,32.76,61.99,158.58,84.78
2019-10-15 14:00:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-15 08:30:00+00:00,28.5627763,77.1180053,1230.0,32.38,80.57,180.4,88.77
2019-10-15 14:15:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-15 08:45:00+00:00,28.5627763,77.1180053,1260.0,32.31,84.29,202.35,91.76
2019-10-15 14:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-15 09:00:00+00:00,28.5627763,77.1180053,1210.0,32.99,62.97,195.3,85.79
2019-10-15 15:00:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-15 09:30:00+00:00,28.5627763,77.1180053,1180.0,33.23,66.67,187.59,87.84
2019-10-15 15:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-15 10:00:00+00:00,28.5627763,77.1180053,1180.0,33.24,76.12,208.21,87.96
2019-10-15 15:45:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-15 10:15:00+00:00,28.5627763,77.1180053,1130.0,32.8,71.48,208.06,87.82
2019-10-15 16:15:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-15 10:45:00+00:00,28.5627763,77.1180053,1150.0,32.88,60.63,194.39,83.19
2019-10-15 16:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-15 11:00:00+00:00,28.5627763,77.1180053,1150.0,33.32,44.32,177.34,76.36
2019-10-15 17:00:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-15 11:30:00+00:00,28.5627763,77.1180053,1090.0,33.64,30.82,166.04,65.51
2019-10-15 17:15:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-15 11:45:00+00:00,28.5627763,77.1180053,1080.0,33.93,20.65,162.69,67.21
2019-10-15 17:45:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-15 12:15:00+00:00,28.5627763,77.1180053,1130.0,34.1,50.92,188.78,74.57
2019-10-15 18:15:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-15 12:45:00+00:00,28.5627763,77.1180053,1250.0,34.42,14.23,280.58,107.42
2019-10-15 18:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-15 13:00:00+00:00,28.5627763,77.1180053,1260.0,34.31,8.77,294.64,113.73
2019-10-15 18:45:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-15 13:15:00+00:00,28.5627763,77.1180053,1320.0,34.34,8.19,302.5,113.13
2019-10-15 19:00:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-15 13:30:00+00:00,28.5627763,77.1180053,1340.0,34.13,8.51,297.21,113.1
2019-10-15 19:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-15 14:00:00+00:00,28.5627763,77.1180053,1560.0,34.31,8.42,295.85,110.1
2019-10-15 20:00:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-15 14:30:00+00:00,28.5627763,77.1180053,1690.0,34.8,8.34,279.54,115.54
2019-10-15 20:30:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-15 15:00:00+00:00,28.5627763,77.1180053,1930.0,34.42,7.37,292.42,116.1
2019-10-15 20:45:00,"IGI Airport (T3), Delhi - IMD",IN,2019-10-15 15:15:00+00:00,28.5627763,77.1180053,2090.0,33.98,10.02,306.27,110.38
